recency,frequency,monetary,monetary_percentile_adj,recency_percentile_adj,frequency_percentile_adj,rfm_class,detail_cust_title
79,6,1821.0300000000002,2,2,2,222,Potential Customer
137,5,2755.28,2,2,1,122,High Risk Customer
38,6,2098.52,2,2,2,222,Potential Customer
0,5,1924.15,2,3,1,123,Recent Customer
173,4,2246.42,2,2,1,122,High Risk Customer
6,6,5665.789999999999,3,3,2,233,Very Loyal
37,5,4449.529999999999,2,2,1,122,High Risk Customer
74,6,2901.1899999999996,2,2,2,222,Potential Customer
40,8,3751.75,2,2,2,222,Potential Customer
14,5,1437.7199999999998,2,3,1,123,Recent Customer
152,4,2850.0,2,2,1,122,High Risk Customer
159,4,1577.7000000000003,2,2,1,122,High Risk Customer
19,6,2566.27,2,3,2,223,Loyal Customer
38,3,1670.6699999999998,2,2,1,122,High Risk Customer
165,4,3505.629999999999,2,2,1,122,High Risk Customer
9,5,3985.03,2,3,1,123,Recent Customer
181,2,830.3100000000001,1,1,1,111,Lost Customer
35,7,3513.0200000000004,2,2,2,222,Potential Customer
6,4,1824.4800000000002,2,3,1,123,Recent Customer
41,6,3583.46,2,2,2,222,Potential Customer
28,6,2891.59,2,3,2,223,Loyal Customer
36,5,2125.01,2,2,1,122,High Risk Customer
33,7,1931.1299999999997,2,2,2,222,Potential Customer
11,6,2143.39,2,3,2,223,Loyal Customer
104,10,7079.07,3,2,2,232,Potential Customer
52,3,2145.5599999999995,2,2,1,122,High Risk Customer
60,4,439.57000000000005,1,2,1,112,High Risk Customer
91,7,1258.1,2,2,2,222,Potential Customer
98,4,6084.139999999999,3,2,1,132,High Risk Customer
35,6,3446.07,2,2,2,222,Potential Customer
72,3,2284.98,2,2,1,122,High Risk Customer
13,6,2600.44,2,3,2,223,Loyal Customer
105,2,1618.8300000000002,2,2,1,122,High Risk Customer
277,4,2172.4100000000003,2,1,1,121,Lost Customer
248,2,714.24,1,1,1,111,Lost Customer
7,6,4580.35,2,3,2,223,Loyal Customer
2,11,4242.34,2,3,3,323,Loyal Customer
199,7,2754.81,2,1,2,221,Loosing Customer
52,9,4204.6,2,2,2,222,Potential Customer
24,5,2185.5099999999998,2,3,1,123,Recent Customer
53,4,2223.5499999999997,2,2,1,122,High Risk Customer
31,4,2258.1899999999996,2,2,1,122,High Risk Customer
132,4,1270.2099999999998,2,2,1,122,High Risk Customer
97,7,2991.8599999999997,2,2,2,222,Potential Customer
90,3,2562.4700000000003,2,2,1,122,High Risk Customer
53,6,3293.38,2,2,2,222,Potential Customer
19,5,3603.85,2,3,1,123,Recent Customer
10,3,1397.8999999999999,2,3,1,123,Recent Customer
43,12,6629.57,3,2,3,332,Very Loyal
221,2,484.9599999999999,1,1,1,111,Lost Customer
199,4,1071.53,2,1,1,121,Lost Customer
1,6,3493.8,2,3,2,223,Loyal Customer
33,9,6630.720000000001,3,2,2,232,Potential Customer
184,3,2011.1599999999999,2,1,1,121,Lost Customer
85,3,3836.34,2,2,1,122,High Risk Customer
61,5,1830.3900000000003,2,2,1,122,High Risk Customer
131,7,3535.5600000000004,2,2,2,222,Potential Customer
206,3,1854.7800000000002,2,1,1,121,Lost Customer
58,5,1423.44,2,2,1,122,High Risk Customer
77,5,2568.76,2,2,1,122,High Risk Customer
49,7,3148.1000000000004,2,2,2,222,Potential Customer
69,6,4661.959999999999,2,2,2,222,Potential Customer
2,8,5025.639999999999,3,3,2,233,Very Loyal
55,6,2488.5299999999997,2,2,2,222,Potential Customer
58,10,7137.62,3,2,2,232,Potential Customer
85,8,4050.1100000000006,2,2,2,222,Potential Customer
36,4,2168.73,2,2,1,122,High Risk Customer
46,9,3399.91,2,2,2,222,Potential Customer
3,8,3500.4400000000005,2,3,2,223,Loyal Customer
1,5,2115.47,2,3,1,123,Recent Customer
3,6,2098.59,2,3,2,223,Loyal Customer
18,9,6120.459999999999,3,3,2,233,Very Loyal
42,4,3620.88,2,2,1,122,High Risk Customer
92,4,1695.9999999999998,2,2,1,122,High Risk Customer
20,4,2313.43,2,3,1,123,Recent Customer
308,2,1202.3899999999999,2,1,1,121,Lost Customer
65,7,3378.35,2,2,2,222,Potential Customer
103,8,1981.2999999999997,2,2,2,222,Potential Customer
2,9,6126.81,3,3,2,233,Very Loyal
266,3,1627.6899999999998,2,1,1,121,Lost Customer
93,3,1636.8900000000003,2,2,1,122,High Risk Customer
90,3,3352.8900000000003,2,2,1,122,High Risk Customer
16,6,2326.08,2,3,2,223,Loyal Customer
54,9,3437.37,2,2,2,222,Potential Customer
58,5,4597.2699999999995,2,2,1,122,High Risk Customer
54,5,1313.8600000000001,2,2,1,122,High Risk Customer
64,8,2245.43,2,2,2,222,Potential Customer
53,7,3717.21,2,2,2,222,Potential Customer
16,6,1767.3899999999999,2,3,2,223,Loyal Customer
41,3,1726.6099999999997,2,2,1,122,High Risk Customer
1,7,3328.45,2,3,2,223,Loyal Customer
17,8,4445.37,2,3,2,223,Loyal Customer
39,6,1220.6100000000001,2,2,2,222,Potential Customer
19,7,4418.9,2,3,2,223,Loyal Customer
7,13,5402.469999999999,3,3,3,333,Platinum Customer
60,8,3507.13,2,2,2,222,Potential Customer
8,6,2516.35,2,3,2,223,Loyal Customer
10,8,4278.6,2,3,2,223,Loyal Customer
202,4,2456.51,2,1,1,121,Lost Customer
24,7,2724.29,2,3,2,223,Loyal Customer
197,4,2308.04,2,1,1,121,Lost Customer
157,3,550.0,1,2,1,112,High Risk Customer
116,7,5192.72,3,2,2,232,Potential Customer
110,4,2533.4099999999994,2,2,1,122,High Risk Customer
42,9,5279.1900000000005,3,2,2,232,Potential Customer
57,7,4222.63,2,2,2,222,Potential Customer
11,5,263.5399999999999,1,3,1,113,Recent Customer
50,6,2904.69,2,2,2,222,Potential Customer
18,3,3473.32,2,3,1,123,Recent Customer
5,9,2488.9,2,3,2,223,Loyal Customer
37,5,2623.84,2,2,1,122,High Risk Customer
28,4,1884.8700000000001,2,3,1,123,Recent Customer
51,6,5753.88,3,2,2,232,Potential Customer
10,8,3749.56,2,3,2,223,Loyal Customer
76,6,2729.0,2,2,2,222,Potential Customer
97,5,2596.17,2,2,1,122,High Risk Customer
146,3,2481.28,2,2,1,122,High Risk Customer
12,4,3839.45,2,3,1,123,Recent Customer
34,6,3308.0899999999997,2,2,2,222,Potential Customer
86,7,3873.0,2,2,2,222,Potential Customer
73,4,2132.7900000000004,2,2,1,122,High Risk Customer
84,5,1939.1999999999998,2,2,1,122,High Risk Customer
85,8,6260.02,3,2,2,232,Potential Customer
41,5,2459.7599999999993,2,2,1,122,High Risk Customer
19,5,3802.78,2,3,1,123,Recent Customer
6,7,4375.9800000000005,2,3,2,223,Loyal Customer
8,11,5513.280000000001,3,3,3,333,Platinum Customer
116,4,1542.17,2,2,1,122,High Risk Customer
62,6,5393.05,3,2,2,232,Potential Customer
50,3,3633.1399999999994,2,2,1,122,High Risk Customer
2,5,2058.7,2,3,1,123,Recent Customer
115,6,3008.86,2,2,2,222,Potential Customer
0,3,1396.6200000000003,2,3,1,123,Recent Customer
33,6,2894.8500000000004,2,2,2,222,Potential Customer
71,5,940.36,1,2,1,112,High Risk Customer
94,4,1746.2199999999998,2,2,1,122,High Risk Customer
62,10,3551.2400000000002,2,2,2,222,Potential Customer
7,6,2244.1899999999996,2,3,2,223,Loyal Customer
20,7,5428.9400000000005,3,3,2,233,Very Loyal
15,5,1478.67,2,3,1,123,Recent Customer
42,8,2431.6000000000004,2,2,2,222,Potential Customer
37,5,2073.8100000000004,2,2,1,122,High Risk Customer
8,6,812.72,1,3,2,213,Loyal Customer
81,4,2967.8,2,2,1,122,High Risk Customer
12,3,541.3299999999999,1,3,1,113,Recent Customer
64,6,3650.5,2,2,2,222,Potential Customer
39,8,5678.400000000001,3,2,2,232,Potential Customer
50,9,5027.49,3,2,2,232,Potential Customer
10,5,3763.9199999999996,2,3,1,123,Recent Customer
7,5,2400.83,2,3,1,123,Recent Customer
16,8,4659.0,2,3,2,223,Loyal Customer
21,6,1879.14,2,3,2,223,Loyal Customer
11,4,3996.6,2,3,1,123,Recent Customer
76,3,1295.96,2,2,1,122,High Risk Customer
55,3,976.24,1,2,1,112,High Risk Customer
106,8,4618.110000000001,2,2,2,222,Potential Customer
32,6,2215.5600000000004,2,2,2,222,Potential Customer
62,3,1905.88,2,2,1,122,High Risk Customer
1,5,4928.800000000001,2,3,1,123,Recent Customer
10,10,4034.4599999999996,2,3,2,223,Loyal Customer
11,4,502.12,1,3,1,113,Recent Customer
30,6,7109.399999999999,3,3,2,233,Very Loyal
44,6,3368.2000000000003,2,2,2,222,Potential Customer
175,3,2145.83,2,2,1,122,High Risk Customer
146,5,3243.2999999999993,2,2,1,122,High Risk Customer
39,7,6431.6900000000005,3,2,2,232,Potential Customer
83,4,2685.62,2,2,1,122,High Risk Customer
61,8,4581.459999999999,2,2,2,222,Potential Customer
255,4,1891.1000000000001,2,1,1,121,Lost Customer
59,10,3806.1400000000003,2,2,2,222,Potential Customer
158,3,2410.2400000000002,2,2,1,122,High Risk Customer
12,6,3777.5299999999997,2,3,2,223,Loyal Customer
14,6,1857.27,2,3,2,223,Loyal Customer
34,8,2164.08,2,2,2,222,Potential Customer
11,8,4227.84,2,3,2,223,Loyal Customer
20,10,7212.170000000001,3,3,2,233,Very Loyal
4,7,6579.619999999999,3,3,2,233,Very Loyal
87,5,2934.44,2,2,1,122,High Risk Customer
15,8,3489.96,2,3,2,223,Loyal Customer
23,8,5073.2699999999995,3,3,2,233,Very Loyal
3,11,7321.5,3,3,3,333,Platinum Customer
54,3,2965.7599999999998,2,2,1,122,High Risk Customer
61,6,3970.03,2,2,2,222,Potential Customer
25,9,6411.76,3,3,2,233,Very Loyal
1,10,10497.779999999999,4,3,2,243,Very Loyal
14,7,3182.99,2,3,2,223,Loyal Customer
25,5,2695.4,2,3,1,123,Recent Customer
64,5,3269.12,2,2,1,122,High Risk Customer
46,10,8210.3,3,2,2,232,Potential Customer
89,3,1140.1499999999996,2,2,1,122,High Risk Customer
87,4,3025.3300000000004,2,2,1,122,High Risk Customer
11,6,4151.860000000001,2,3,2,223,Loyal Customer
54,7,4480.09,2,2,2,222,Potential Customer
69,8,4706.86,2,2,2,222,Potential Customer
1,10,4842.199999999999,2,3,2,223,Loyal Customer
61,4,2083.73,2,2,1,122,High Risk Customer
148,5,1091.14,2,2,1,122,High Risk Customer
10,6,1246.1099999999997,2,3,2,223,Loyal Customer
89,5,4599.29,2,2,1,122,High Risk Customer
23,5,1267.6799999999998,2,3,1,123,Recent Customer
11,4,2066.0299999999997,2,3,1,123,Recent Customer
43,6,1779.1599999999999,2,2,2,222,Potential Customer
35,2,571.3799999999999,1,2,1,112,High Risk Customer
46,9,3516.0,2,2,2,222,Potential Customer
80,9,1830.7199999999998,2,2,2,222,Potential Customer
58,6,5391.71,3,2,2,232,Potential Customer
130,2,96.62,1,2,1,112,High Risk Customer
20,8,2952.01,2,3,2,223,Loyal Customer
15,8,7727.17,3,3,2,233,Very Loyal
210,2,93.00999999999999,1,1,1,111,Lost Customer
95,3,847.22,1,2,1,112,High Risk Customer
25,6,2121.6099999999997,2,3,2,223,Loyal Customer
72,5,2946.73,2,2,1,122,High Risk Customer
27,2,165.57999999999998,1,3,1,113,Recent Customer
23,9,2956.48,2,3,2,223,Loyal Customer
26,9,4847.05,2,3,2,223,Loyal Customer
145,5,1896.39,2,2,1,122,High Risk Customer
85,5,2347.98,2,2,1,122,High Risk Customer
74,6,3894.51,2,2,2,222,Potential Customer
79,3,1364.06,2,2,1,122,High Risk Customer
24,10,5070.62,3,3,2,233,Very Loyal
16,6,2271.9300000000003,2,3,2,223,Loyal Customer
42,5,2438.84,2,2,1,122,High Risk Customer
5,9,5580.570000000001,3,3,2,233,Very Loyal
19,8,5070.24,3,3,2,233,Very Loyal
49,6,4457.48,2,2,2,222,Potential Customer
124,6,3155.8099999999995,2,2,2,222,Potential Customer
2,6,4423.8,2,3,2,223,Loyal Customer
72,8,5907.35,3,2,2,232,Potential Customer
143,1,144.26,1,2,1,112,High Risk Customer
58,7,2862.330000000001,2,2,2,222,Potential Customer
13,9,2201.8599999999997,2,3,2,223,Loyal Customer
27,6,3184.33,2,3,2,223,Loyal Customer
245,4,916.3199999999999,1,1,1,111,Lost Customer
82,5,2465.81,2,2,1,122,High Risk Customer
88,3,798.6200000000001,1,2,1,112,High Risk Customer
125,5,2256.3100000000004,2,2,1,122,High Risk Customer
25,6,3627.1699999999996,2,3,2,223,Loyal Customer
96,5,3498.8600000000006,2,2,1,122,High Risk Customer
143,2,304.07,1,2,1,112,High Risk Customer
18,6,1813.12,2,3,2,223,Loyal Customer
9,7,3828.7400000000002,2,3,2,223,Loyal Customer
75,10,6646.0,3,2,2,232,Potential Customer
39,7,4228.66,2,2,2,222,Potential Customer
4,8,2892.7599999999998,2,3,2,223,Loyal Customer
14,8,4889.110000000001,2,3,2,223,Loyal Customer
123,6,3819.0,2,2,2,222,Potential Customer
17,6,3295.6499999999996,2,3,2,223,Loyal Customer
1,10,4778.329999999998,2,3,2,223,Loyal Customer
22,7,4248.67,2,3,2,223,Loyal Customer
18,5,2785.9800000000005,2,3,1,123,Recent Customer
6,7,3815.9300000000003,2,3,2,223,Loyal Customer
21,4,2277.96,2,3,1,123,Recent Customer
21,3,1691.8100000000002,2,3,1,123,Recent Customer
85,6,3239.48,2,2,2,222,Potential Customer
182,2,254.62999999999994,1,1,1,111,Lost Customer
95,6,2893.2,2,2,2,222,Potential Customer
66,6,1746.5500000000002,2,2,2,222,Potential Customer
41,3,3065.9,2,2,1,122,High Risk Customer
122,6,2795.75,2,2,2,222,Potential Customer
31,4,2189.57,2,2,1,122,High Risk Customer
80,4,2491.1299999999997,2,2,1,122,High Risk Customer
123,3,2119.7200000000003,2,2,1,122,High Risk Customer
45,4,492.7399999999999,1,2,1,112,High Risk Customer
68,4,945.1599999999999,1,2,1,112,High Risk Customer
174,3,496.6199999999999,1,2,1,112,High Risk Customer
197,2,566.34,1,1,1,111,Lost Customer
50,5,1633.61,2,2,1,122,High Risk Customer
48,3,2154.13,2,2,1,122,High Risk Customer
27,6,5081.300000000001,3,3,2,233,Very Loyal
53,4,1098.3999999999999,2,2,1,122,High Risk Customer
16,5,2328.9300000000003,2,3,1,123,Recent Customer
40,6,3028.8399999999992,2,2,2,222,Potential Customer
43,5,2558.04,2,2,1,122,High Risk Customer
3,10,4534.03,2,3,2,223,Loyal Customer
33,5,2925.75,2,2,1,122,High Risk Customer
328,1,802.26,1,1,1,111,Lost Customer
23,6,5811.3,3,3,2,233,Very Loyal
9,4,4137.780000000001,2,3,1,123,Recent Customer
10,8,2315.97,2,3,2,223,Loyal Customer
4,4,1454.6100000000004,2,3,1,123,Recent Customer
49,8,4014.42,2,2,2,222,Potential Customer
79,5,1378.3899999999999,2,2,1,122,High Risk Customer
12,6,4600.24,2,3,2,223,Loyal Customer
149,6,2506.27,2,2,2,222,Potential Customer
11,5,1883.5900000000001,2,3,1,123,Recent Customer
17,12,8868.62,3,3,3,333,Platinum Customer
25,8,4776.1,2,3,2,223,Loyal Customer
18,4,722.3,1,3,1,113,Recent Customer
7,8,3225.92,2,3,2,223,Loyal Customer
72,4,1768.44,2,2,1,122,High Risk Customer
157,3,1335.81,2,2,1,122,High Risk Customer
41,4,1966.08,2,2,1,122,High Risk Customer
38,6,3320.09,2,2,2,222,Potential Customer
150,7,8330.089999999998,3,2,2,232,Potential Customer
55,4,2137.1800000000003,2,2,1,122,High Risk Customer
2,6,2372.09,2,3,2,223,Loyal Customer
31,9,4730.320000000001,2,2,2,222,Potential Customer
97,4,1314.0300000000002,2,2,1,122,High Risk Customer
82,3,2129.34,2,2,1,122,High Risk Customer
114,4,2521.58,2,2,1,122,High Risk Customer
140,4,1964.5200000000002,2,2,1,122,High Risk Customer
27,6,4284.21,2,3,2,223,Loyal Customer
34,8,2838.72,2,2,2,222,Potential Customer
9,4,3245.12,2,3,1,123,Recent Customer
64,9,7263.659999999999,3,2,2,232,Potential Customer
8,4,2074.13,2,3,1,123,Recent Customer
104,4,3050.76,2,2,1,122,High Risk Customer
1,7,2912.6499999999996,2,3,2,223,Loyal Customer
24,5,3721.9199999999996,2,3,1,123,Recent Customer
11,6,2708.6000000000004,2,3,2,223,Loyal Customer
18,6,2289.0600000000004,2,3,2,223,Loyal Customer
91,4,3530.12,2,2,1,122,High Risk Customer
54,5,1009.34,2,2,1,122,High Risk Customer
54,1,309.80999999999995,1,2,1,112,High Risk Customer
69,4,703.62,1,2,1,112,High Risk Customer
46,6,4499.38,2,2,2,222,Potential Customer
121,7,4261.0,2,2,2,222,Potential Customer
98,5,4753.84,2,2,1,122,High Risk Customer
293,6,4743.699999999999,2,1,2,221,Loosing Customer
83,6,5534.830000000001,3,2,2,232,Potential Customer
100,7,3818.9700000000007,2,2,2,222,Potential Customer
54,8,3502.8599999999997,2,2,2,222,Potential Customer
171,1,75.48000000000002,1,2,1,112,High Risk Customer
31,5,3226.46,2,2,1,122,High Risk Customer
46,8,2786.56,2,2,2,222,Potential Customer
63,6,4796.959999999999,2,2,2,222,Potential Customer
16,3,1171.02,2,3,1,123,Recent Customer
17,9,4918.87,2,3,2,223,Loyal Customer
79,3,2809.7499999999995,2,2,1,122,High Risk Customer
76,4,852.5000000000001,1,2,1,112,High Risk Customer
62,3,1751.7199999999998,2,2,1,122,High Risk Customer
147,3,2481.4300000000003,2,2,1,122,High Risk Customer
112,5,4571.93,2,2,1,122,High Risk Customer
1,5,2770.8500000000004,2,3,1,123,Recent Customer
7,3,863.6799999999998,1,3,1,113,Recent Customer
1,7,4067.6500000000005,2,3,2,223,Loyal Customer
39,8,5247.44,3,2,2,232,Potential Customer
68,5,2278.7000000000003,2,2,1,122,High Risk Customer
36,5,2357.69,2,2,1,122,High Risk Customer
165,4,1561.06,2,2,1,122,High Risk Customer
12,5,2197.68,2,3,1,123,Recent Customer
75,7,4868.870000000001,2,2,2,222,Potential Customer
48,8,3564.2699999999995,2,2,2,222,Potential Customer
61,3,1867.17,2,2,1,122,High Risk Customer
38,4,1669.89,2,2,1,122,High Risk Customer
98,7,4883.1,2,2,2,222,Potential Customer
205,1,179.44,1,1,1,111,Lost Customer
49,6,1274.48,2,2,2,222,Potential Customer
12,4,780.7,1,3,1,113,Recent Customer
82,4,3812.88,2,2,1,122,High Risk Customer
14,9,6003.049999999999,3,3,2,233,Very Loyal
16,9,3401.85,2,3,2,223,Loyal Customer
37,4,1496.79,2,2,1,122,High Risk Customer
105,8,3553.2799999999997,2,2,2,222,Potential Customer
16,9,4473.870000000001,2,3,2,223,Loyal Customer
26,7,1370.37,2,3,2,223,Loyal Customer
4,7,2880.1000000000004,2,3,2,223,Loyal Customer
189,5,5289.219999999999,3,1,1,131,Lost Customer
272,2,1346.38,2,1,1,121,Lost Customer
56,5,633.3499999999999,1,2,1,112,High Risk Customer
40,7,4164.21,2,2,2,222,Potential Customer
113,4,2625.4399999999996,2,2,1,122,High Risk Customer
106,5,2530.93,2,2,1,122,High Risk Customer
28,5,1260.1299999999999,2,3,1,123,Recent Customer
36,4,3465.07,2,2,1,122,High Risk Customer
35,8,5392.889999999999,3,2,2,232,Potential Customer
16,5,4066.2400000000002,2,3,1,123,Recent Customer
80,9,4458.89,2,2,2,222,Potential Customer
90,6,4144.1900000000005,2,2,2,222,Potential Customer
44,8,7516.02,3,2,2,232,Potential Customer
188,1,41.129999999999995,1,1,1,111,Lost Customer
32,7,3337.1600000000003,2,2,2,222,Potential Customer
109,9,3544.4399999999996,2,2,2,222,Potential Customer
12,9,4371.159999999999,2,3,2,223,Loyal Customer
12,6,1414.17,2,3,2,223,Loyal Customer
295,3,1982.12,2,1,1,121,Lost Customer
11,8,2798.72,2,3,2,223,Loyal Customer
56,5,2540.3499999999995,2,2,1,122,High Risk Customer
21,3,1206.71,2,3,1,123,Recent Customer
70,5,2890.0600000000004,2,2,1,122,High Risk Customer
3,6,2121.73,2,3,2,223,Loyal Customer
0,5,2817.63,2,3,1,123,Recent Customer
0,8,4899.599999999999,2,3,2,223,Loyal Customer
53,7,5502.110000000001,3,2,2,232,Potential Customer
32,12,9244.900000000001,3,2,3,332,Very Loyal
15,5,2680.1499999999996,2,3,1,123,Recent Customer
61,9,4819.029999999999,2,2,2,222,Potential Customer
31,4,1818.27,2,2,1,122,High Risk Customer
52,5,3256.1400000000003,2,2,1,122,High Risk Customer
33,10,11668.949999999999,4,2,2,242,Potential Customer
143,4,2859.4700000000003,2,2,1,122,High Risk Customer
112,7,6038.5199999999995,3,2,2,232,Potential Customer
85,8,1978.0099999999998,2,2,2,222,Potential Customer
14,7,3812.269999999999,2,3,2,223,Loyal Customer
2,8,6305.6,3,3,2,233,Very Loyal
80,5,2981.520000000001,2,2,1,122,High Risk Customer
100,3,1422.85,2,2,1,122,High Risk Customer
88,6,3644.49,2,2,2,222,Potential Customer
6,6,1740.6100000000001,2,3,2,223,Loyal Customer
46,5,3569.98,2,2,1,122,High Risk Customer
11,9,5191.52,3,3,2,233,Very Loyal
113,4,3624.0,2,2,1,122,High Risk Customer
13,7,1429.3600000000001,2,3,2,223,Loyal Customer
173,3,936.9799999999998,1,2,1,112,High Risk Customer
38,5,2632.09,2,2,1,122,High Risk Customer
34,6,2183.71,2,2,2,222,Potential Customer
76,6,2178.4399999999996,2,2,2,222,Potential Customer
78,4,3516.37,2,2,1,122,High Risk Customer
64,3,1035.3100000000002,2,2,1,122,High Risk Customer
2,7,2344.0,2,3,2,223,Loyal Customer
60,12,4779.130000000002,2,2,3,322,Potential Customer
1,5,2018.5999999999997,2,3,1,123,Recent Customer
60,4,3867.74,2,2,1,122,High Risk Customer
13,4,527.74,1,3,1,113,Recent Customer
66,4,3798.3500000000004,2,2,1,122,High Risk Customer
35,7,4422.26,2,2,2,222,Potential Customer
17,5,2793.0499999999997,2,3,1,123,Recent Customer
33,5,2840.8100000000004,2,2,1,122,High Risk Customer
48,5,4015.7799999999997,2,2,1,122,High Risk Customer
175,2,2158.9999999999995,2,2,1,122,High Risk Customer
8,8,6639.85,3,3,2,233,Very Loyal
6,6,3250.13,2,3,2,223,Loyal Customer
170,6,3830.6800000000003,2,2,2,222,Potential Customer
41,5,2449.15,2,2,1,122,High Risk Customer
192,5,2890.8399999999992,2,1,1,121,Lost Customer
5,5,3756.9100000000003,2,3,1,123,Recent Customer
177,5,3071.88,2,2,1,122,High Risk Customer
25,7,2867.0,2,3,2,223,Loyal Customer
55,6,943.9300000000001,1,2,2,212,Potential Customer
56,8,2294.4299999999994,2,2,2,222,Potential Customer
14,4,1690.91,2,3,1,123,Recent Customer
75,8,4272.97,2,2,2,222,Potential Customer
22,8,5180.259999999999,3,3,2,233,Very Loyal
112,2,243.94,1,2,1,112,High Risk Customer
25,5,4207.5,2,3,1,123,Recent Customer
11,7,2353.4900000000002,2,3,2,223,Loyal Customer
147,6,2655.6,2,2,2,222,Potential Customer
95,2,1500.3600000000001,2,2,1,122,High Risk Customer
0,9,2738.8900000000003,2,3,2,223,Loyal Customer
42,5,2069.64,2,2,1,122,High Risk Customer
11,7,6764.67,3,3,2,233,Very Loyal
59,7,2923.29,2,2,2,222,Potential Customer
321,2,585.45,1,1,1,111,Lost Customer
54,10,8611.95,3,2,2,232,Potential Customer
0,9,5383.48,3,3,2,233,Very Loyal
42,7,2884.1899999999996,2,2,2,222,Potential Customer
155,4,2254.56,2,2,1,122,High Risk Customer
47,9,5300.380000000001,3,2,2,232,Potential Customer
203,6,3600.94,2,1,2,221,Loosing Customer
159,5,4365.25,2,2,1,122,High Risk Customer
37,8,4687.530000000001,2,2,2,222,Potential Customer
20,7,3601.96,2,3,2,223,Loyal Customer
17,4,2523.5299999999997,2,3,1,123,Recent Customer
54,5,2385.0099999999998,2,2,1,122,High Risk Customer
126,3,386.36,1,2,1,112,High Risk Customer
242,3,1399.44,2,1,1,121,Lost Customer
9,4,2704.3900000000003,2,3,1,123,Recent Customer
95,6,2463.79,2,2,2,222,Potential Customer
4,7,3933.79,2,3,2,223,Loyal Customer
26,6,2136.87,2,3,2,223,Loyal Customer
66,6,1087.02,2,2,2,222,Potential Customer
226,3,2858.89,2,1,1,121,Lost Customer
26,5,2497.8,2,3,1,123,Recent Customer
42,5,2842.8999999999996,2,2,1,122,High Risk Customer
89,4,1531.9,2,2,1,122,High Risk Customer
28,8,5048.259999999999,3,3,2,233,Very Loyal
83,5,6444.49,3,2,1,132,High Risk Customer
125,2,492.65,1,2,1,112,High Risk Customer
34,8,4560.5599999999995,2,2,2,222,Potential Customer
60,8,1800.12,2,2,2,222,Potential Customer
29,6,1313.78,2,3,2,223,Loyal Customer
24,6,1449.4399999999998,2,3,2,223,Loyal Customer
8,7,7562.6799999999985,3,3,2,233,Very Loyal
30,6,3660.0600000000004,2,3,2,223,Loyal Customer
39,8,4698.599999999999,2,2,2,222,Potential Customer
46,3,1463.88,2,2,1,122,High Risk Customer
30,8,3191.12,2,3,2,223,Loyal Customer
14,9,8220.050000000001,3,3,2,233,Very Loyal
104,2,1033.56,2,2,1,122,High Risk Customer
13,3,485.46000000000015,1,3,1,113,Recent Customer
162,5,3787.0,2,2,1,122,High Risk Customer
73,8,2368.44,2,2,2,222,Potential Customer
52,7,5259.0,3,2,2,232,Potential Customer
161,4,1768.4300000000003,2,2,1,122,High Risk Customer
20,4,2292.5099999999998,2,3,1,123,Recent Customer
35,3,2771.37,2,2,1,122,High Risk Customer
154,8,6933.550000000001,3,2,2,232,Potential Customer
113,3,2038.5800000000002,2,2,1,122,High Risk Customer
52,5,1985.1000000000001,2,2,1,122,High Risk Customer
57,8,2213.93,2,2,2,222,Potential Customer
133,7,2830.94,2,2,2,222,Potential Customer
32,10,4486.320000000001,2,2,2,222,Potential Customer
26,6,2535.63,2,3,2,223,Loyal Customer
179,5,1294.6899999999998,2,2,1,122,High Risk Customer
0,6,3260.3199999999997,2,3,2,223,Loyal Customer
139,3,1566.26,2,2,1,122,High Risk Customer
5,8,3406.16,2,3,2,223,Loyal Customer
206,2,343.24,1,1,1,111,Lost Customer
24,7,3954.42,2,3,2,223,Loyal Customer
48,4,3130.44,2,2,1,122,High Risk Customer
116,3,759.57,1,2,1,112,High Risk Customer
22,2,1618.8300000000002,2,3,1,123,Recent Customer
187,6,2475.2799999999997,2,1,2,221,Loosing Customer
24,6,1137.94,2,3,2,223,Loyal Customer
2,6,4450.85,2,3,2,223,Loyal Customer
46,6,3112.6900000000005,2,2,2,222,Potential Customer
139,3,1398.3999999999999,2,2,1,122,High Risk Customer
79,6,2753.3199999999997,2,2,2,222,Potential Customer
166,3,1396.98,2,2,1,122,High Risk Customer
232,2,741.97,1,1,1,111,Lost Customer
4,14,4841.71,2,3,3,323,Loyal Customer
204,5,1982.69,2,1,1,121,Lost Customer
0,4,3559.49,2,3,1,123,Recent Customer
39,6,3359.09,2,2,2,222,Potential Customer
46,3,2102.32,2,2,1,122,High Risk Customer
17,6,2723.99,2,3,2,223,Loyal Customer
16,8,4053.6800000000003,2,3,2,223,Loyal Customer
67,6,2242.1199999999994,2,2,2,222,Potential Customer
9,12,8104.540000000001,3,3,3,333,Platinum Customer
5,6,1658.4500000000003,2,3,2,223,Loyal Customer
18,5,899.97,1,3,1,113,Recent Customer
17,4,2306.99,2,3,1,123,Recent Customer
47,3,1857.62,2,2,1,122,High Risk Customer
11,5,3227.8900000000003,2,3,1,123,Recent Customer
266,2,880.99,1,1,1,111,Lost Customer
4,11,6580.56,3,3,3,333,Platinum Customer
64,4,1081.65,2,2,1,122,High Risk Customer
13,9,4705.65,2,3,2,223,Loyal Customer
14,3,1521.5700000000002,2,3,1,123,Recent Customer
13,6,3595.32,2,3,2,223,Loyal Customer
151,7,2349.2900000000004,2,2,2,222,Potential Customer
